ClimateKG_Author_ID,QID,Item_URL,Batch,Action
AU0345,Q5276,http://localhost:8080/wiki/Item:Q5276,Duplicate,DELETE
AU0346,Q4344,http://localhost:8080/wiki/Item:Q4344,Original,KEEP
AU0346,Q5277,http://localhost:8080/wiki/Item:Q5277,Duplicate,DELETE
AU0347,Q4345,http://localhost:8080/wiki/Item:Q4345,Original,KEEP
AU0347,Q5278,http://localhost:8080/wiki/Item:Q5278,Duplicate,DELETE
AU0348,Q4346,http://localhost:8080/wiki/Item:Q4346,Original,KEEP
AU0348,Q5279,http://localhost:8080/wiki/Item:Q5279,Duplicate,DELETE
AU0349,Q4347,http://localhost:8080/wiki/Item:Q4347,Original,KEEP
AU0349,Q5280,http://localhost:8080/wiki/Item:Q5280,Duplicate,DELETE
AU0350,Q4348,http://localhost:8080/wiki/Item:Q4348,Original,KEEP
AU0350,Q5281,http://localhost:8080/wiki/Item:Q5281,Duplicate,DELETE
AU0351,Q4349,http://localhost:8080/wiki/Item:Q4349,Original,KEEP
AU0351,Q5282,http://localhost:8080/wiki/Item:Q5282,Duplicate,DELETE
AU0352,Q4350,http://localhost:8080/wiki/Item:Q4350,Original,KEEP
AU0352,Q5283,http://localhost:8080/wiki/Item:Q5283,Duplicate,DELETE
AU0353,Q4351,http://localhost:8080/wiki/Item:Q4351,Original,KEEP
AU0353,Q5284,http://localhost:8080/wiki/Item:Q5284,Duplicate,DELETE
AU0354,Q4352,http://localhost:8080/wiki/Item:Q4352,Original,KEEP
AU0354,Q5285,http://localhost:8080/wiki/Item:Q5285,Duplicate,DELETE
AU0355,Q4353,http://localhost:8080/wiki/Item:Q4353,Original,KEEP
AU0355,Q5286,http://localhost:8080/wiki/Item:Q5286,Duplicate,DELETE
AU0356,Q4354,http://localhost:8080/wiki/Item:Q4354,Original,KEEP
AU0356,Q5287,http://localhost:8080/wiki/Item:Q5287,Duplicate,DELETE
AU0357,Q4355,http://localhost:8080/wiki/Item:Q4355,Original,KEEP
AU0357,Q5288,http://localhost:8080/wiki/Item:Q5288,Duplicate,DELETE
AU0358,Q4356,http://localhost:8080/wiki/Item:Q4356,Original,KEEP
AU0358,Q5289,http://localhost:8080/wiki/Item:Q5289,Duplicate,DELETE
AU0359,Q4357,http://localhost:8080/wiki/Item:Q4357,Original,KEEP
AU0359,Q5290,http://localhost:8080/wiki/Item:Q5290,Duplicate,DELETE
AU0360,Q4358,http://localhost:8080/wiki/Item:Q4358,Original,KEEP
AU0360,Q5291,http://localhost:8080/wiki/Item:Q5291,Duplicate,DELETE
AU0361,Q4359,http://localhost:8080/wiki/Item:Q4359,Original,KEEP
AU0361,Q5292,http://localhost:8080/wiki/Item:Q5292,Duplicate,DELETE
AU0362,Q4360,http://localhost:8080/wiki/Item:Q4360,Original,KEEP
AU0362,Q5293,http://localhost:8080/wiki/Item:Q5293,Duplicate,DELETE
AU0363,Q4361,http://localhost:8080/wiki/Item:Q4361,Original,KEEP
AU0363,Q5294,http://localhost:8080/wiki/Item:Q5294,Duplicate,DELETE
AU0364,Q4362,http://localhost:8080/wiki/Item:Q4362,Original,KEEP
AU0364,Q5295,http://localhost:8080/wiki/Item:Q5295,Duplicate,DELETE
AU0365,Q4363,http://localhost:8080/wiki/Item:Q4363,Original,KEEP
AU0365,Q5296,http://localhost:8080/wiki/Item:Q5296,Duplicate,DELETE
AU0366,Q4364,http://localhost:8080/wiki/Item:Q4364,Original,KEEP
AU0366,Q5297,http://localhost:8080/wiki/Item:Q5297,Duplicate,DELETE
AU0367,Q4365,http://localhost:8080/wiki/Item:Q4365,Original,KEEP
AU0367,Q5298,http://localhost:8080/wiki/Item:Q5298,Duplicate,DELETE
AU0368,Q4366,http://localhost:8080/wiki/Item:Q4366,Original,KEEP
AU0368,Q5299,http://localhost:8080/wiki/Item:Q5299,Duplicate,DELETE
AU0369,Q4367,http://localhost:8080/wiki/Item:Q4367,Original,KEEP
AU0369,Q5300,http://localhost:8080/wiki/Item:Q5300,Duplicate,DELETE
AU0370,Q4368,http://localhost:8080/wiki/Item:Q4368,Original,KEEP
AU0370,Q5301,http://localhost:8080/wiki/Item:Q5301,Duplicate,DELETE
AU0371,Q4369,http://localhost:8080/wiki/Item:Q4369,Original,KEEP
AU0371,Q5302,http://localhost:8080/wiki/Item:Q5302,Duplicate,DELETE
AU0372,Q4370,http://localhost:8080/wiki/Item:Q4370,Original,KEEP
AU0372,Q5303,http://localhost:8080/wiki/Item:Q5303,Duplicate,DELETE
AU0373,Q4371,http://localhost:8080/wiki/Item:Q4371,Original,KEEP
AU0373,Q5304,http://localhost:8080/wiki/Item:Q5304,Duplicate,DELETE
AU0374,Q4372,http://localhost:8080/wiki/Item:Q4372,Original,KEEP
AU0374,Q5305,http://localhost:8080/wiki/Item:Q5305,Duplicate,DELETE
AU0375,Q4373,http://localhost:8080/wiki/Item:Q4373,Original,KEEP
AU0375,Q5306,http://localhost:8080/wiki/Item:Q5306,Duplicate,DELETE
AU0376,Q4374,http://localhost:8080/wiki/Item:Q4374,Original,KEEP
AU0376,Q5307,http://localhost:8080/wiki/Item:Q5307,Duplicate,DELETE
AU0377,Q4375,http://localhost:8080/wiki/Item:Q4375,Original,KEEP
AU0377,Q5308,http://localhost:8080/wiki/Item:Q5308,Duplicate,DELETE
AU0378,Q4376,http://localhost:8080/wiki/Item:Q4376,Original,KEEP
AU0378,Q5309,http://localhost:8080/wiki/Item:Q5309,Duplicate,DELETE
AU0379,Q4377,http://localhost:8080/wiki/Item:Q4377,Original,KEEP
AU0379,Q5310,http://localhost:8080/wiki/Item:Q5310,Duplicate,DELETE
AU0380,Q4378,http://localhost:8080/wiki/Item:Q4378,Original,KEEP
AU0380,Q5311,http://localhost:8080/wiki/Item:Q5311,Duplicate,DELETE
AU0381,Q4379,http://localhost:8080/wiki/Item:Q4379,Original,KEEP
AU0381,Q5312,http://localhost:8080/wiki/Item:Q5312,Duplicate,DELETE
AU0382,Q4380,http://localhost:8080/wiki/Item:Q4380,Original,KEEP
AU0382,Q5313,http://localhost:8080/wiki/Item:Q5313,Duplicate,DELETE
AU0383,Q4381,http://localhost:8080/wiki/Item:Q4381,Original,KEEP
AU0383,Q5314,http://localhost:8080/wiki/Item:Q5314,Duplicate,DELETE
AU0384,Q4382,http://localhost:8080/wiki/Item:Q4382,Original,KEEP
AU0384,Q5315,http://localhost:8080/wiki/Item:Q5315,Duplicate,DELETE
AU0385,Q4383,http://localhost:8080/wiki/Item:Q4383,Original,KEEP
AU0385,Q5316,http://localhost:8080/wiki/Item:Q5316,Duplicate,DELETE
AU0386,Q4384,http://localhost:8080/wiki/Item:Q4384,Original,KEEP
AU0386,Q5317,http://localhost:8080/wiki/Item:Q5317,Duplicate,DELETE
AU0387,Q4385,http://localhost:8080/wiki/Item:Q4385,Original,KEEP
AU0387,Q5318,http://localhost:8080/wiki/Item:Q5318,Duplicate,DELETE
AU0388,Q4386,http://localhost:8080/wiki/Item:Q4386,Original,KEEP
AU0388,Q5319,http://localhost:8080/wiki/Item:Q5319,Duplicate,DELETE
AU0389,Q4387,http://localhost:8080/wiki/Item:Q4387,Original,KEEP
AU0389,Q5320,http://localhost:8080/wiki/Item:Q5320,Duplicate,DELETE
AU0390,Q4388,http://localhost:8080/wiki/Item:Q4388,Original,KEEP
AU0390,Q5321,http://localhost:8080/wiki/Item:Q5321,Duplicate,DELETE
AU0391,Q4389,http://localhost:8080/wiki/Item:Q4389,Original,KEEP
AU0391,Q5322,http://localhost:8080/wiki/Item:Q5322,Duplicate,DELETE
AU0392,Q4390,http://localhost:8080/wiki/Item:Q4390,Original,KEEP
AU0392,Q5323,http://localhost:8080/wiki/Item:Q5323,Duplicate,DELETE
AU0393,Q4391,http://localhost:8080/wiki/Item:Q4391,Original,KEEP
AU0393,Q5324,http://localhost:8080/wiki/Item:Q5324,Duplicate,DELETE
AU0394,Q4392,http://localhost:8080/wiki/Item:Q4392,Original,KEEP
AU0394,Q5325,http://localhost:8080/wiki/Item:Q5325,Duplicate,DELETE
AU0395,Q4393,http://localhost:8080/wiki/Item:Q4393,Original,KEEP
AU0395,Q5326,http://localhost:8080/wiki/Item:Q5326,Duplicate,DELETE
AU0396,Q4394,http://localhost:8080/wiki/Item:Q4394,Original,KEEP
AU0396,Q5327,http://localhost:8080/wiki/Item:Q5327,Duplicate,DELETE
AU0397,Q4395,http://localhost:8080/wiki/Item:Q4395,Original,KEEP
AU0397,Q5328,http://localhost:8080/wiki/Item:Q5328,Duplicate,DELETE
AU0398,Q4396,http://localhost:8080/wiki/Item:Q4396,Original,KEEP
AU0398,Q5329,http://localhost:8080/wiki/Item:Q5329,Duplicate,DELETE
AU0399,Q4397,http://localhost:8080/wiki/Item:Q4397,Original,KEEP
AU0399,Q5330,http://localhost:8080/wiki/Item:Q5330,Duplicate,DELETE
AU0400,Q4398,http://localhost:8080/wiki/Item:Q4398,Original,KEEP
AU0400,Q5331,http://localhost:8080/wiki/Item:Q5331,Duplicate,DELETE
AU0401,Q4399,http://localhost:8080/wiki/Item:Q4399,Original,KEEP
AU0401,Q5332,http://localhost:8080/wiki/Item:Q5332,Duplicate,DELETE
AU0402,Q4400,http://localhost:8080/wiki/Item:Q4400,Original,KEEP
AU0402,Q5333,http://localhost:8080/wiki/Item:Q5333,Duplicate,DELETE
AU0403,Q4401,http://localhost:8080/wiki/Item:Q4401,Original,KEEP
AU0403,Q5334,http://localhost:8080/wiki/Item:Q5334,Duplicate,DELETE
AU0404,Q4402,http://localhost:8080/wiki/Item:Q4402,Original,KEEP
AU0404,Q5335,http://localhost:8080/wiki/Item:Q5335,Duplicate,DELETE
AU0405,Q4403,http://localhost:8080/wiki/Item:Q4403,Original,KEEP
AU0405,Q5336,http://localhost:8080/wiki/Item:Q5336,Duplicate,DELETE
AU0406,Q4404,http://localhost:8080/wiki/Item:Q4404,Original,KEEP
AU0406,Q5337,http://localhost:8080/wiki/Item:Q5337,Duplicate,DELETE
AU0407,Q4405,http://localhost:8080/wiki/Item:Q4405,Original,KEEP
AU0407,Q5338,http://localhost:8080/wiki/Item:Q5338,Duplicate,DELETE
AU0408,Q4406,http://localhost:8080/wiki/Item:Q4406,Original,KEEP
AU0408,Q5339,http://localhost:8080/wiki/Item:Q5339,Duplicate,DELETE
AU0409,Q4407,http://localhost:8080/wiki/Item:Q4407,Original,KEEP
AU0409,Q5340,http://localhost:8080/wiki/Item:Q5340,Duplicate,DELETE
AU0410,Q4408,http://localhost:8080/wiki/Item:Q4408,Original,KEEP
AU0410,Q5341,http://localhost:8080/wiki/Item:Q5341,Duplicate,DELETE
AU0411,Q4409,http://localhost:8080/wiki/Item:Q4409,Original,KEEP
AU0411,Q5342,http://localhost:8080/wiki/Item:Q5342,Duplicate,DELETE
AU0412,Q4410,http://localhost:8080/wiki/Item:Q4410,Original,KEEP
AU0412,Q5343,http://localhost:8080/wiki/Item:Q5343,Duplicate,DELETE
AU0413,Q4411,http://localhost:8080/wiki/Item:Q4411,Original,KEEP
AU0413,Q5344,http://localhost:8080/wiki/Item:Q5344,Duplicate,DELETE
AU0414,Q4412,http://localhost:8080/wiki/Item:Q4412,Original,KEEP
AU0414,Q5345,http://localhost:8080/wiki/Item:Q5345,Duplicate,DELETE
AU0415,Q4413,http://localhost:8080/wiki/Item:Q4413,Original,KEEP
AU0415,Q5346,http://localhost:8080/wiki/Item:Q5346,Duplicate,DELETE
AU0416,Q4414,http://localhost:8080/wiki/Item:Q4414,Original,KEEP
AU0416,Q5347,http://localhost:8080/wiki/Item:Q5347,Duplicate,DELETE
AU0417,Q4415,http://localhost:8080/wiki/Item:Q4415,Original,KEEP
AU0417,Q5348,http://localhost:8080/wiki/Item:Q5348,Duplicate,DELETE
AU0418,Q4416,http://localhost:8080/wiki/Item:Q4416,Original,KEEP
AU0418,Q5349,http://localhost:8080/wiki/Item:Q5349,Duplicate,DELETE
AU0419,Q4417,http://localhost:8080/wiki/Item:Q4417,Original,KEEP
AU0419,Q5350,http://localhost:8080/wiki/Item:Q5350,Duplicate,DELETE
AU0420,Q4418,http://localhost:8080/wiki/Item:Q4418,Original,KEEP
AU0420,Q5351,http://localhost:8080/wiki/Item:Q5351,Duplicate,DELETE
AU0421,Q4419,http://localhost:8080/wiki/Item:Q4419,Original,KEEP
AU0421,Q5352,http://localhost:8080/wiki/Item:Q5352,Duplicate,DELETE
AU0422,Q4420,http://localhost:8080/wiki/Item:Q4420,Original,KEEP
AU0422,Q5353,http://localhost:8080/wiki/Item:Q5353,Duplicate,DELETE
AU0423,Q4421,http://localhost:8080/wiki/Item:Q4421,Original,KEEP
AU0423,Q5354,http://localhost:8080/wiki/Item:Q5354,Duplicate,DELETE
AU0424,Q4422,http://localhost:8080/wiki/Item:Q4422,Original,KEEP
AU0424,Q5355,http://localhost:8080/wiki/Item:Q5355,Duplicate,DELETE
AU0425,Q4423,http://localhost:8080/wiki/Item:Q4423,Original,KEEP
AU0425,Q5356,http://localhost:8080/wiki/Item:Q5356,Duplicate,DELETE
AU0426,Q4424,http://localhost:8080/wiki/Item:Q4424,Original,KEEP
AU0426,Q5357,http://localhost:8080/wiki/Item:Q5357,Duplicate,DELETE
AU0427,Q4425,http://localhost:8080/wiki/Item:Q4425,Original,KEEP
AU0427,Q5358,http://localhost:8080/wiki/Item:Q5358,Duplicate,DELETE
AU0428,Q4426,http://localhost:8080/wiki/Item:Q4426,Original,KEEP
AU0428,Q5359,http://localhost:8080/wiki/Item:Q5359,Duplicate,DELETE
AU0429,Q4427,http://localhost:8080/wiki/Item:Q4427,Original,KEEP
AU0429,Q5360,http://localhost:8080/wiki/Item:Q5360,Duplicate,DELETE
AU0430,Q4428,http://localhost:8080/wiki/Item:Q4428,Original,KEEP
AU0430,Q5361,http://localhost:8080/wiki/Item:Q5361,Duplicate,DELETE
AU0431,Q4429,http://localhost:8080/wiki/Item:Q4429,Original,KEEP
AU0431,Q5362,http://localhost:8080/wiki/Item:Q5362,Duplicate,DELETE
AU0432,Q4430,http://localhost:8080/wiki/Item:Q4430,Original,KEEP
AU0432,Q5363,http://localhost:8080/wiki/Item:Q5363,Duplicate,DELETE
AU0433,Q4431,http://localhost:8080/wiki/Item:Q4431,Original,KEEP
AU0433,Q5364,http://localhost:8080/wiki/Item:Q5364,Duplicate,DELETE
AU0434,Q4432,http://localhost:8080/wiki/Item:Q4432,Original,KEEP
AU0434,Q5365,http://localhost:8080/wiki/Item:Q5365,Duplicate,DELETE
AU0435,Q4433,http://localhost:8080/wiki/Item:Q4433,Original,KEEP
AU0435,Q5366,http://localhost:8080/wiki/Item:Q5366,Duplicate,DELETE
AU0436,Q4434,http://localhost:8080/wiki/Item:Q4434,Original,KEEP
AU0436,Q5367,http://localhost:8080/wiki/Item:Q5367,Duplicate,DELETE
AU0437,Q4435,http://localhost:8080/wiki/Item:Q4435,Original,KEEP
AU0437,Q5368,http://localhost:8080/wiki/Item:Q5368,Duplicate,DELETE
AU0438,Q4436,http://localhost:8080/wiki/Item:Q4436,Original,KEEP
AU0438,Q5369,http://localhost:8080/wiki/Item:Q5369,Duplicate,DELETE
AU0439,Q4437,http://localhost:8080/wiki/Item:Q4437,Original,KEEP
AU0439,Q5370,http://localhost:8080/wiki/Item:Q5370,Duplicate,DELETE
AU0440,Q4438,http://localhost:8080/wiki/Item:Q4438,Original,KEEP
AU0440,Q5371,http://localhost:8080/wiki/Item:Q5371,Duplicate,DELETE
AU0441,Q4439,http://localhost:8080/wiki/Item:Q4439,Original,KEEP
AU0441,Q5372,http://localhost:8080/wiki/Item:Q5372,Duplicate,DELETE
AU0442,Q4440,http://localhost:8080/wiki/Item:Q4440,Original,KEEP
AU0442,Q5373,http://localhost:8080/wiki/Item:Q5373,Duplicate,DELETE
AU0443,Q4441,http://localhost:8080/wiki/Item:Q4441,Original,KEEP
AU0443,Q5374,http://localhost:8080/wiki/Item:Q5374,Duplicate,DELETE
AU0444,Q4442,http://localhost:8080/wiki/Item:Q4442,Original,KEEP
AU0444,Q5375,http://localhost:8080/wiki/Item:Q5375,Duplicate,DELETE
AU0445,Q4443,http://localhost:8080/wiki/Item:Q4443,Original,KEEP
AU0445,Q5376,http://localhost:8080/wiki/Item:Q5376,Duplicate,DELETE
AU0446,Q4444,http://localhost:8080/wiki/Item:Q4444,Original,KEEP
AU0446,Q5377,http://localhost:8080/wiki/Item:Q5377,Duplicate,DELETE
AU0447,Q4445,http://localhost:8080/wiki/Item:Q4445,Original,KEEP
AU0447,Q5378,http://localhost:8080/wiki/Item:Q5378,Duplicate,DELETE
AU0448,Q4446,http://localhost:8080/wiki/Item:Q4446,Original,KEEP
AU0448,Q5379,http://localhost:8080/wiki/Item:Q5379,Duplicate,DELETE
AU0449,Q4447,http://localhost:8080/wiki/Item:Q4447,Original,KEEP
AU0449,Q5380,http://localhost:8080/wiki/Item:Q5380,Duplicate,DELETE
AU0450,Q4448,http://localhost:8080/wiki/Item:Q4448,Original,KEEP
AU0450,Q5381,http://localhost:8080/wiki/Item:Q5381,Duplicate,DELETE
AU0451,Q4449,http://localhost:8080/wiki/Item:Q4449,Original,KEEP
AU0451,Q5382,http://localhost:8080/wiki/Item:Q5382,Duplicate,DELETE
AU0452,Q4450,http://localhost:8080/wiki/Item:Q4450,Original,KEEP
AU0452,Q5383,http://localhost:8080/wiki/Item:Q5383,Duplicate,DELETE
AU0453,Q4451,http://localhost:8080/wiki/Item:Q4451,Original,KEEP
AU0453,Q5384,http://localhost:8080/wiki/Item:Q5384,Duplicate,DELETE
AU0454,Q4452,http://localhost:8080/wiki/Item:Q4452,Original,KEEP
AU0454,Q5385,http://localhost:8080/wiki/Item:Q5385,Duplicate,DELETE
AU0455,Q4453,http://localhost:8080/wiki/Item:Q4453,Original,KEEP
AU0455,Q5386,http://localhost:8080/wiki/Item:Q5386,Duplicate,DELETE
AU0456,Q4454,http://localhost:8080/wiki/Item:Q4454,Original,KEEP
AU0456,Q5387,http://localhost:8080/wiki/Item:Q5387,Duplicate,DELETE
AU0457,Q4455,http://localhost:8080/wiki/Item:Q4455,Original,KEEP
AU0457,Q5388,http://localhost:8080/wiki/Item:Q5388,Duplicate,DELETE
AU0458,Q4456,http://localhost:8080/wiki/Item:Q4456,Original,KEEP
AU0458,Q5389,http://localhost:8080/wiki/Item:Q5389,Duplicate,DELETE
AU0459,Q4457,http://localhost:8080/wiki/Item:Q4457,Original,KEEP
AU0459,Q5390,http://localhost:8080/wiki/Item:Q5390,Duplicate,DELETE
AU0460,Q4458,http://localhost:8080/wiki/Item:Q4458,Original,KEEP
AU0460,Q5391,http://localhost:8080/wiki/Item:Q5391,Duplicate,DELETE
AU0461,Q4459,http://localhost:8080/wiki/Item:Q4459,Original,KEEP
AU0461,Q5392,http://localhost:8080/wiki/Item:Q5392,Duplicate,DELETE
AU0462,Q4460,http://localhost:8080/wiki/Item:Q4460,Original,KEEP
AU0462,Q5393,http://localhost:8080/wiki/Item:Q5393,Duplicate,DELETE
AU0463,Q4461,http://localhost:8080/wiki/Item:Q4461,Original,KEEP
AU0463,Q5394,http://localhost:8080/wiki/Item:Q5394,Duplicate,DELETE
AU0464,Q4462,http://localhost:8080/wiki/Item:Q4462,Original,KEEP
AU0464,Q5395,http://localhost:8080/wiki/Item:Q5395,Duplicate,DELETE
AU0465,Q4463,http://localhost:8080/wiki/Item:Q4463,Original,KEEP
AU0465,Q5396,http://localhost:8080/wiki/Item:Q5396,Duplicate,DELETE
AU0466,Q4464,http://localhost:8080/wiki/Item:Q4464,Original,KEEP
AU0466,Q5397,http://localhost:8080/wiki/Item:Q5397,Duplicate,DELETE
AU0467,Q4465,http://localhost:8080/wiki/Item:Q4465,Original,KEEP
AU0467,Q5398,http://localhost:8080/wiki/Item:Q5398,Duplicate,DELETE
AU0468,Q4466,http://localhost:8080/wiki/Item:Q4466,Original,KEEP
AU0468,Q5399,http://localhost:8080/wiki/Item:Q5399,Duplicate,DELETE
AU0469,Q4467,http://localhost:8080/wiki/Item:Q4467,Original,KEEP
AU0469,Q5400,http://localhost:8080/wiki/Item:Q5400,Duplicate,DELETE
AU0470,Q4468,http://localhost:8080/wiki/Item:Q4468,Original,KEEP
AU0470,Q5401,http://localhost:8080/wiki/Item:Q5401,Duplicate,DELETE
AU0471,Q4469,http://localhost:8080/wiki/Item:Q4469,Original,KEEP
AU0471,Q5402,http://localhost:8080/wiki/Item:Q5402,Duplicate,DELETE
AU0472,Q4470,http://localhost:8080/wiki/Item:Q4470,Original,KEEP
AU0472,Q5403,http://localhost:8080/wiki/Item:Q5403,Duplicate,DELETE
AU0473,Q4471,http://localhost:8080/wiki/Item:Q4471,Original,KEEP
AU0473,Q5404,http://localhost:8080/wiki/Item:Q5404,Duplicate,DELETE
AU0474,Q4472,http://localhost:8080/wiki/Item:Q4472,Original,KEEP
AU0474,Q5405,http://localhost:8080/wiki/Item:Q5405,Duplicate,DELETE
AU0475,Q4473,http://localhost:8080/wiki/Item:Q4473,Original,KEEP
AU0475,Q5406,http://localhost:8080/wiki/Item:Q5406,Duplicate,DELETE
AU0476,Q4474,http://localhost:8080/wiki/Item:Q4474,Original,KEEP
AU0476,Q5407,http://localhost:8080/wiki/Item:Q5407,Duplicate,DELETE
AU0477,Q4475,http://localhost:8080/wiki/Item:Q4475,Original,KEEP
AU0477,Q5408,http://localhost:8080/wiki/Item:Q5408,Duplicate,DELETE
AU0478,Q4476,http://localhost:8080/wiki/Item:Q4476,Original,KEEP
AU0478,Q5409,http://localhost:8080/wiki/Item:Q5409,Duplicate,DELETE
AU0479,Q4477,http://localhost:8080/wiki/Item:Q4477,Original,KEEP
AU0479,Q5410,http://localhost:8080/wiki/Item:Q5410,Duplicate,DELETE
AU0480,Q4478,http://localhost:8080/wiki/Item:Q4478,Original,KEEP
AU0480,Q5411,http://localhost:8080/wiki/Item:Q5411,Duplicate,DELETE
AU0481,Q4479,http://localhost:8080/wiki/Item:Q4479,Original,KEEP
AU0481,Q5412,http://localhost:8080/wiki/Item:Q5412,Duplicate,DELETE
AU0482,Q4480,http://localhost:8080/wiki/Item:Q4480,Original,KEEP
AU0482,Q5413,http://localhost:8080/wiki/Item:Q5413,Duplicate,DELETE
AU0483,Q4481,http://localhost:8080/wiki/Item:Q4481,Original,KEEP
AU0483,Q5414,http://localhost:8080/wiki/Item:Q5414,Duplicate,DELETE
AU0484,Q4482,http://localhost:8080/wiki/Item:Q4482,Original,KEEP
AU0484,Q5415,http://localhost:8080/wiki/Item:Q5415,Duplicate,DELETE
AU0485,Q4483,http://localhost:8080/wiki/Item:Q4483,Original,KEEP
AU0485,Q5416,http://localhost:8080/wiki/Item:Q5416,Duplicate,DELETE
AU0486,Q4484,http://localhost:8080/wiki/Item:Q4484,Original,KEEP
AU0486,Q5417,http://localhost:8080/wiki/Item:Q5417,Duplicate,DELETE
AU0487,Q4485,http://localhost:8080/wiki/Item:Q4485,Original,KEEP
AU0487,Q5418,http://localhost:8080/wiki/Item:Q5418,Duplicate,DELETE
AU0488,Q4486,http://localhost:8080/wiki/Item:Q4486,Original,KEEP
AU0488,Q5419,http://localhost:8080/wiki/Item:Q5419,Duplicate,DELETE
AU0489,Q4487,http://localhost:8080/wiki/Item:Q4487,Original,KEEP
AU0489,Q5420,http://localhost:8080/wiki/Item:Q5420,Duplicate,DELETE
AU0490,Q4488,http://localhost:8080/wiki/Item:Q4488,Original,KEEP
AU0490,Q5421,http://localhost:8080/wiki/Item:Q5421,Duplicate,DELETE
AU0491,Q4489,http://localhost:8080/wiki/Item:Q4489,Original,KEEP
AU0491,Q5422,http://localhost:8080/wiki/Item:Q5422,Duplicate,DELETE
AU0492,Q4490,http://localhost:8080/wiki/Item:Q4490,Original,KEEP
AU0492,Q5423,http://localhost:8080/wiki/Item:Q5423,Duplicate,DELETE
AU0493,Q4491,http://localhost:8080/wiki/Item:Q4491,Original,KEEP
AU0493,Q5424,http://localhost:8080/wiki/Item:Q5424,Duplicate,DELETE
AU0494,Q4492,http://localhost:8080/wiki/Item:Q4492,Original,KEEP
AU0494,Q5425,http://localhost:8080/wiki/Item:Q5425,Duplicate,DELETE
AU0495,Q4493,http://localhost:8080/wiki/Item:Q4493,Original,KEEP
AU0495,Q5426,http://localhost:8080/wiki/Item:Q5426,Duplicate,DELETE
AU0496,Q4494,http://localhost:8080/wiki/Item:Q4494,Original,KEEP
AU0496,Q5427,http://localhost:8080/wiki/Item:Q5427,Duplicate,DELETE
AU0497,Q4495,http://localhost:8080/wiki/Item:Q4495,Original,KEEP
AU0497,Q5428,http://localhost:8080/wiki/Item:Q5428,Duplicate,DELETE
AU0498,Q4496,http://localhost:8080/wiki/Item:Q4496,Original,KEEP
AU0498,Q5429,http://localhost:8080/wiki/Item:Q5429,Duplicate,DELETE
AU0499,Q4497,http://localhost:8080/wiki/Item:Q4497,Original,KEEP
AU0499,Q5430,http://localhost:8080/wiki/Item:Q5430,Duplicate,DELETE
AU0500,Q4498,http://localhost:8080/wiki/Item:Q4498,Original,KEEP
AU0500,Q5431,http://localhost:8080/wiki/Item:Q5431,Duplicate,DELETE
AU0501,Q4499,http://localhost:8080/wiki/Item:Q4499,Original,KEEP
AU0501,Q5432,http://localhost:8080/wiki/Item:Q5432,Duplicate,DELETE
AU0502,Q4500,http://localhost:8080/wiki/Item:Q4500,Original,KEEP
AU0502,Q5433,http://localhost:8080/wiki/Item:Q5433,Duplicate,DELETE
AU0503,Q4501,http://localhost:8080/wiki/Item:Q4501,Original,KEEP
AU0503,Q5434,http://localhost:8080/wiki/Item:Q5434,Duplicate,DELETE
AU0504,Q4502,http://localhost:8080/wiki/Item:Q4502,Original,KEEP
AU0504,Q5435,http://localhost:8080/wiki/Item:Q5435,Duplicate,DELETE
AU0505,Q4503,http://localhost:8080/wiki/Item:Q4503,Original,KEEP
AU0505,Q5436,http://localhost:8080/wiki/Item:Q5436,Duplicate,DELETE
AU0506,Q4504,http://localhost:8080/wiki/Item:Q4504,Original,KEEP
AU0506,Q5437,http://localhost:8080/wiki/Item:Q5437,Duplicate,DELETE
AU0507,Q4505,http://localhost:8080/wiki/Item:Q4505,Original,KEEP
AU0507,Q5438,http://localhost:8080/wiki/Item:Q5438,Duplicate,DELETE
AU0508,Q4506,http://localhost:8080/wiki/Item:Q4506,Original,KEEP
AU0508,Q5439,http://localhost:8080/wiki/Item:Q5439,Duplicate,DELETE
AU0509,Q4507,http://localhost:8080/wiki/Item:Q4507,Original,KEEP
AU0509,Q5440,http://localhost:8080/wiki/Item:Q5440,Duplicate,DELETE
AU0510,Q4508,http://localhost:8080/wiki/Item:Q4508,Original,KEEP
AU0510,Q5441,http://localhost:8080/wiki/Item:Q5441,Duplicate,DELETE
AU0511,Q4509,http://localhost:8080/wiki/Item:Q4509,Original,KEEP
AU0511,Q5442,http://localhost:8080/wiki/Item:Q5442,Duplicate,DELETE
AU0512,Q4510,http://localhost:8080/wiki/Item:Q4510,Original,KEEP
AU0512,Q5443,http://localhost:8080/wiki/Item:Q5443,Duplicate,DELETE
AU0513,Q4511,http://localhost:8080/wiki/Item:Q4511,Original,KEEP
AU0513,Q5444,http://localhost:8080/wiki/Item:Q5444,Duplicate,DELETE
AU0514,Q4512,http://localhost:8080/wiki/Item:Q4512,Original,KEEP
AU0514,Q5445,http://localhost:8080/wiki/Item:Q5445,Duplicate,DELETE
AU0515,Q4513,http://localhost:8080/wiki/Item:Q4513,Original,KEEP
AU0515,Q5446,http://localhost:8080/wiki/Item:Q5446,Duplicate,DELETE
AU0516,Q4514,http://localhost:8080/wiki/Item:Q4514,Original,KEEP
AU0516,Q5447,http://localhost:8080/wiki/Item:Q5447,Duplicate,DELETE
AU0517,Q4515,http://localhost:8080/wiki/Item:Q4515,Original,KEEP
